fullpath,length,color
temp_clips\2001_A_SPACE_ODYSSEY\Scene-396.mp4,10.023,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-397.mp4,4.6,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-398.mp4,10.017000000000001,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-399.mp4,10.013,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-400.mp4,10.029,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-401.mp4,7.806,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-402.mp4,10.012,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-403.mp4,6.722,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-404.mp4,4.274,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-405.mp4,5.567,Gray and Olive
temp_clips\2001_A_SPACE_ODYSSEY\Scene-406.mp4,10.024,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-407.mp4,3.022,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-408.mp4,20.03,Olive and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-409.mp4,31.881999999999998,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-410.mp4,47.547,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-411.mp4,6.187,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-412.mp4,7.225,Olive and Purple
temp_clips\2001_A_SPACE_ODYSSEY\Scene-413.mp4,34.291,Gray and Olive
temp_clips\2001_A_SPACE_ODYSSEY\Scene-414.mp4,10.013,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-415.mp4,10.029,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-416.mp4,10.025,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-417.mp4,3.215,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-418.mp4,5.806,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-419.mp4,4.382,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-420.mp4,4.312,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-421.mp4,7.056,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-422.mp4,9.308,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-423.mp4,8.732999999999999,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-424.mp4,1.5090000000000001,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-425.mp4,6.685,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-426.mp4,5.814,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-427.mp4,13.692,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-428.mp4,19.98,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-429.mp4,1.601,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-430.mp4,11.024000000000001,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-431.mp4,5.858,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-432.mp4,6.184,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-433.mp4,3.766,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-434.mp4,2.722,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-435.mp4,10.806,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-436.mp4,8.6,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-437.mp4,32.158,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-438.mp4,44.011,Gray and Olive
temp_clips\2001_A_SPACE_ODYSSEY\Scene-439.mp4,23.113000000000003,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-440.mp4,21.701999999999998,Gray and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-441.mp4,23.204,Olive and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-442.mp4,15.907,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-443.mp4,4.859,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-444.mp4,4.01,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-445.mp4,7.515,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-446.mp4,6.728,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-447.mp4,4.088,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-448.mp4,10.027000000000001,Gray and Malibu
temp_clips\2001_A_SPACE_ODYSSEY\Scene-449.mp4,10.022,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-450.mp4,8.267999999999999,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-451.mp4,9.482000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-452.mp4,10.019,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-453.mp4,3.103,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-454.mp4,6.886,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-455.mp4,10.031,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-456.mp4,10.026,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-457.mp4,2.021,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-458.mp4,9.769,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-459.mp4,5.15,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-460.mp4,10.025,Black and Blue
temp_clips\2001_A_SPACE_ODYSSEY\Scene-461.mp4,2.938,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-462.mp4,8.551,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-463.mp4,17.495,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-464.mp4,10.024,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-465.mp4,10.019,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-466.mp4,4.191,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-467.mp4,10.026,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-468.mp4,10.021,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-469.mp4,9.482999999999999,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-470.mp4,10.021,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-471.mp4,5.685,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-472.mp4,10.017999999999999,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-473.mp4,10.013,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-474.mp4,1.432,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-475.mp4,9.806000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-476.mp4,6.4270000000000005,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-477.mp4,7.47,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-478.mp4,10.01,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-479.mp4,5.482,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-480.mp4,10.024,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-481.mp4,0.9740000000000001,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-482.mp4,7.311,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-483.mp4,5.345,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-484.mp4,10.011000000000001,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-485.mp4,10.027999999999999,Teal and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-486.mp4,1.469,Teal and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-487.mp4,4.638,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-488.mp4,6.516,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-489.mp4,10.014,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-490.mp4,3.716,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-491.mp4,8.815,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-492.mp4,10.02,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-493.mp4,5.471,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-494.mp4,6.386,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-495.mp4,5.808,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-496.mp4,2.762,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-497.mp4,8.862,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-498.mp4,4.265,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-499.mp4,2.678,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-500.mp4,9.972000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-501.mp4,4.312,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-502.mp4,3.045,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-503.mp4,10.027999999999999,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-504.mp4,3.645,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-505.mp4,10.021,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-506.mp4,10.016,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-507.mp4,10.012,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-508.mp4,10.027999999999999,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-509.mp4,5.608,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-510.mp4,8.68,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-511.mp4,10.01,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-512.mp4,6.358,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-513.mp4,5.8839999999999995,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-514.mp4,4.013999999999999,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-515.mp4,4.511,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-516.mp4,4.935,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-517.mp4,7.267,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-518.mp4,10.015,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-519.mp4,4.848,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-520.mp4,3.764,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-521.mp4,4.853,Black and Chartreuse
temp_clips\2001_A_SPACE_ODYSSEY\Scene-522.mp4,8.762,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-523.mp4,1.88,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-524.mp4,7.3839999999999995,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-525.mp4,4.845,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-526.mp4,10.012,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-527.mp4,10.029,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-528.mp4,3.432,Teal and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-529.mp4,10.017999999999999,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-530.mp4,9.138,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-531.mp4,9.988,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-532.mp4,3.4330000000000003,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-533.mp4,4.428999999999999,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-534.mp4,8.136000000000001,Black and Gray
temp_clips\2001_A_SPACE_ODYSSEY\Scene-535.mp4,10.029,Teal and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-536.mp4,1.3419999999999999,Teal and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-537.mp4,5.511,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-538.mp4,10.011000000000001,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-539.mp4,10.027999999999999,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-540.mp4,10.023,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-541.mp4,10.019,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-542.mp4,10.014,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-543.mp4,10.031,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-544.mp4,10.026,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-545.mp4,10.021,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-546.mp4,10.017000000000001,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-547.mp4,10.012,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-548.mp4,10.029,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-549.mp4,8.851,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-550.mp4,10.014,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-551.mp4,5.935,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-552.mp4,10.017000000000001,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-553.mp4,10.012,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-554.mp4,4.354,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-555.mp4,1.5519999999999998,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-556.mp4,1.055,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-557.mp4,1.462,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-558.mp4,1.006,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-559.mp4,1.093,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-560.mp4,1.181,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-561.mp4,1.016,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-562.mp4,1.018,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-563.mp4,1.425,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-564.mp4,1.671,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-565.mp4,1.347,Black and Fuchsia
temp_clips\2001_A_SPACE_ODYSSEY\Scene-566.mp4,1.228,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-567.mp4,1.469,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-568.mp4,1.396,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-569.mp4,10.025,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-570.mp4,10.021,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-571.mp4,10.016,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-572.mp4,10.011000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-573.mp4,10.027999999999999,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-574.mp4,10.023,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-575.mp4,10.019,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-576.mp4,10.014,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-577.mp4,10.031,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-578.mp4,10.026,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-579.mp4,10.021,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-580.mp4,10.017000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-581.mp4,10.012,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-582.mp4,10.029,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-583.mp4,10.024,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-584.mp4,10.019,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-585.mp4,4.895,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-586.mp4,10.02,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-587.mp4,9.311,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-588.mp4,10.016,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-589.mp4,4.72,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-590.mp4,6.77,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-591.mp4,7.181,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-592.mp4,8.391,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-593.mp4,8.732999999999999,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-594.mp4,3.963,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-595.mp4,10.027000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-596.mp4,7.931,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-597.mp4,10.013,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-598.mp4,10.029,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-599.mp4,2.4730000000000003,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-600.mp4,10.017000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-601.mp4,9.927,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-602.mp4,0.961,Gray and Malibu
temp_clips\2001_A_SPACE_ODYSSEY\Scene-603.mp4,0.961,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-604.mp4,1.5590000000000002,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-605.mp4,3.259,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-606.mp4,1.4340000000000002,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-607.mp4,1.936,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-608.mp4,1.682,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-609.mp4,1.251,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-610.mp4,2.432,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-611.mp4,2.935,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-612.mp4,5.926,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-613.mp4,4.803,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-614.mp4,3.505,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-615.mp4,10.027999999999999,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-616.mp4,4.882,Teal and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-617.mp4,10.029,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-618.mp4,6.397,Teal and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-619.mp4,5.968,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-620.mp4,3.715,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-621.mp4,3.097,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-622.mp4,4.981,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-623.mp4,6.632000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-624.mp4,4.394,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-625.mp4,7.183,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-626.mp4,3.3160000000000003,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-627.mp4,4.096,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-628.mp4,3.4219999999999997,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-629.mp4,7.105,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-630.mp4,7.311,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-631.mp4,5.772,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-632.mp4,3.9210000000000003,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-633.mp4,8.981,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-634.mp4,1.2930000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-635.mp4,9.067,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-636.mp4,9.937000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-637.mp4,10.015,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-638.mp4,9.732999999999999,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-639.mp4,3.215,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-640.mp4,4.762,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-641.mp4,8.263,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-642.mp4,6.895,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-643.mp4,6.307,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-644.mp4,10.014,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-645.mp4,2.6710000000000003,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-646.mp4,6.849,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-647.mp4,1.011,Black and White
temp_clips\2001_A_SPACE_ODYSSEY\Scene-648.mp4,1.1840000000000002,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-649.mp4,1.168,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-650.mp4,1.473,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-651.mp4,1.101,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-652.mp4,1.6369999999999998,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-653.mp4,2.336,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-654.mp4,6.5920000000000005,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-655.mp4,7.725,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-656.mp4,10.014,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-657.mp4,10.01,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-658.mp4,4.565,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-659.mp4,9.022,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-660.mp4,10.017999999999999,Black and White
temp_clips\2001_A_SPACE_ODYSSEY\Scene-661.mp4,9.821,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-662.mp4,1.5130000000000001,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-663.mp4,10.017000000000001,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-664.mp4,3.548,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-665.mp4,10.03,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-666.mp4,10.025,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-667.mp4,10.021,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-668.mp4,9.227,Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-669.mp4,6.473,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-670.mp4,2.802,Black and Green
temp_clips\2001_A_SPACE_ODYSSEY\Scene-671.mp4,3.678,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-672.mp4,3.762,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-673.mp4,1.8,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-674.mp4,7.729,Black and DarkRed
temp_clips\2001_A_SPACE_ODYSSEY\Scene-675.mp4,10.017999999999999,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-676.mp4,10.014,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-677.mp4,9.092,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-678.mp4,1.002,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-679.mp4,1.004,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-680.mp4,1.006,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-681.mp4,1.0070000000000001,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-682.mp4,1.0090000000000001,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-683.mp4,9.971,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-684.mp4,2.67,DarkRed and Teal
temp_clips\2001_A_SPACE_ODYSSEY\Scene-685.mp4,2.8789999999999996,Gray and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-686.mp4,3.052,Olive and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-687.mp4,3.9760000000000004,Gray and Olive
temp_clips\2001_A_SPACE_ODYSSEY\Scene-688.mp4,2.509,Black and Navy
temp_clips\2001_A_SPACE_ODYSSEY\Scene-689.mp4,1.01,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-690.mp4,1.011,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-691.mp4,1.013,Navy and Black
temp_clips\2001_A_SPACE_ODYSSEY\Scene-692.mp4,1.015,Navy and Black
