fullpath,length,objects
temp_clips\2001_A_SPACE_ODYSSEY\Scene-333.mp4,1.222,['bottle']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-334.mp4,10.018,['refrigerator']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-335.mp4,10.013,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-336.mp4,4.142,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-337.mp4,8.93,['refrigerator']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-338.mp4,9.092,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-339.mp4,6.187,"['chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-340.mp4,6.179,"['sink', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-341.mp4,1.307,"['clock', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-342.mp4,2.02,"['toilet', 'toilet', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-343.mp4,3.879,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-344.mp4,1.259,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-345.mp4,1.928,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-346.mp4,8.266,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-347.mp4,7.025,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-348.mp4,10.024,"['tvmonitor', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-349.mp4,10.019,"['microwave', 'chair', 'person', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-350.mp4,10.014,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-351.mp4,10.01,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-352.mp4,2.56,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-353.mp4,6.608,"['tvmonitor', 'chair', 'chair', 'chair', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-354.mp4,7.058,"['train', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-355.mp4,10.014,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-356.mp4,10.01,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-357.mp4,7.274,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-358.mp4,10.022,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-359.mp4,2.722,"['cup', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-360.mp4,7.051,"['tvmonitor', 'person', 'chair', 'person', 'chair', 'bottle']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-361.mp4,10.028,['chair']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-362.mp4,1.853,['chair']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-363.mp4,10.023,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-364.mp4,1.101,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-365.mp4,10.023,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-366.mp4,10.018,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-367.mp4,2.44,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-368.mp4,9.194,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-369.mp4,6.93,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-370.mp4,5.681,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-371.mp4,4.02,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-372.mp4,10.021,"['cell phone', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-373.mp4,6.774,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-374.mp4,5.649,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-375.mp4,10.024,['chair']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-376.mp4,10.019,['remote']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-377.mp4,10.015,"['remote', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-378.mp4,4.271,"['person', 'remote']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-379.mp4,10.022,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-380.mp4,10.017,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-381.mp4,2.268,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-382.mp4,7.931,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-383.mp4,4.722,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-384.mp4,7.603,"['tvmonitor', 'tvmonitor', 'tvmonitor', 'tvmonitor', 'chair', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-385.mp4,10.018,"['person', 'laptop']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-386.mp4,10.013,"['toothbrush', 'scissors', 'person', 'laptop', 'person', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-387.mp4,1.347,"['laptop', 'person', 'person', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-388.mp4,10.017,['remote']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-389.mp4,2.098,['remote']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-390.mp4,10.018,"['book', 'person', 'person', 'cup', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-391.mp4,10.014,"['cup', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-392.mp4,6.852,"['book', 'cup', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-393.mp4,10.016,"['remote', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-394.mp4,10.011,"['remote', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-395.mp4,10.028,['car']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-396.mp4,10.023,['aeroplane']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-397.mp4,4.6,['truck']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-398.mp4,10.017,"['bench', 'bench', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-399.mp4,10.013,"['bench', 'bench', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-400.mp4,10.029,"['bench', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-401.mp4,7.806,"['bench', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-402.mp4,10.012,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-403.mp4,6.722,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-404.mp4,4.274,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-405.mp4,5.567,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-406.mp4,10.024,"['bench', 'bench', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-407.mp4,3.022,"['bench', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-408.mp4,20.03,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-409.mp4,31.882,"['bench', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-410.mp4,47.547,"['chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-411.mp4,6.187,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-412.mp4,7.225,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-413.mp4,34.291,"['chair', 'person', 'person', 'aeroplane']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-414.mp4,10.013,"['tvmonitor', 'tvmonitor', 'chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-415.mp4,10.029,"['tvmonitor', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-416.mp4,10.025,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-417.mp4,3.215,"['tvmonitor', 'tvmonitor', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-418.mp4,5.806,"['chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-419.mp4,4.382,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-420.mp4,4.312,['traffic light']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-421.mp4,7.056,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-422.mp4,9.308,"['tvmonitor', 'tvmonitor', 'tvmonitor', 'chair', 'person', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-423.mp4,8.733,"['chair', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-424.mp4,1.509,['traffic light']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-425.mp4,6.685,"['chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-426.mp4,5.814,"['chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-427.mp4,13.692,"['chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-428.mp4,19.98,"['chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-429.mp4,1.601,"['chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-430.mp4,11.024,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-431.mp4,5.858,"['chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-432.mp4,6.184,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-433.mp4,3.766,"['chair', 'chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-434.mp4,2.722,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-435.mp4,10.806,"['chair', 'chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-436.mp4,8.6,"['chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-437.mp4,32.158,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-438.mp4,44.011,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-439.mp4,23.113,"['chair', 'chair', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-440.mp4,21.702,"['person', 'bus', 'train']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-441.mp4,23.204,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-442.mp4,15.907,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-443.mp4,4.859,"['clock', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-444.mp4,4.01,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-445.mp4,7.515,['aeroplane']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-446.mp4,6.728,['aeroplane']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-447.mp4,4.088,['cell phone']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-448.mp4,10.027,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-449.mp4,10.022,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-450.mp4,8.268,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-451.mp4,9.482,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-452.mp4,10.019,"['motorbike', 'aeroplane']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-453.mp4,3.103,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-454.mp4,6.886,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-455.mp4,10.031,"['aeroplane', 'clock', 'train']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-456.mp4,10.026,"['clock', 'aeroplane']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-457.mp4,2.021,"['clock', 'aeroplane']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-458.mp4,9.769,"['clock', 'clock', 'clock']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-459.mp4,5.15,"['tvmonitor', 'tvmonitor', 'tvmonitor', 'chair', 'bench', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-460.mp4,10.025,"['tvmonitor', 'tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-461.mp4,2.938,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-462.mp4,8.551,['surfboard']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-463.mp4,17.495,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-464.mp4,10.024,['traffic light']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-465.mp4,10.019,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-466.mp4,4.191,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-467.mp4,10.026,"['motorbike', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-468.mp4,10.021,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-469.mp4,9.483,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-470.mp4,10.021,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-471.mp4,5.685,"['aeroplane', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-472.mp4,10.018,['motorbike']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-473.mp4,10.013,['cell phone']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-474.mp4,1.432,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-475.mp4,9.806,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-476.mp4,6.427,"['book', 'book', 'bench', 'chair', 'tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-477.mp4,7.47,"['bottle', 'aeroplane', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-478.mp4,10.01,['parking meter']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-479.mp4,5.482,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-480.mp4,10.024,"['toothbrush', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-481.mp4,0.974,"['toothbrush', 'snowboard', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-482.mp4,7.311,"['person', 'microwave']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-483.mp4,5.345,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-484.mp4,10.011,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-485.mp4,10.028,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-486.mp4,1.469,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-487.mp4,4.638,"['aeroplane', 'person', 'motorbike']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-488.mp4,6.516,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-489.mp4,10.014,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-490.mp4,3.716,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-491.mp4,8.815,"['laptop', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-492.mp4,10.02,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-493.mp4,5.471,"['clock', 'person', 'person', 'keyboard']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-494.mp4,6.386,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-495.mp4,5.808,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-496.mp4,2.762,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-497.mp4,8.862,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-498.mp4,4.265,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-499.mp4,2.678,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-500.mp4,9.972,"['laptop', 'tvmonitor', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-501.mp4,4.312,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-502.mp4,3.045,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-503.mp4,10.028,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-504.mp4,3.645,"['boat', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-505.mp4,10.021,"['chair', 'chair', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-506.mp4,10.016,"['chair', 'chair', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-507.mp4,10.012,"['remote', 'chair', 'person', 'person', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-508.mp4,10.028,"['remote', 'person', 'chair', 'person', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-509.mp4,5.608,"['remote', 'chair', 'person', 'person', 'chair']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-510.mp4,8.68,"['chair', 'chair', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-511.mp4,10.01,"['remote', 'chair', 'person', 'chair', 'person', 'tvmonitor']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-512.mp4,6.358,"['remote', 'chair', 'person', 'chair', 'person', 'tvmonitor']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-513.mp4,5.884,"['chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-514.mp4,4.014,"['chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-515.mp4,4.511,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-516.mp4,4.935,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-517.mp4,7.267,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-518.mp4,10.015,"['chair', 'chair', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-519.mp4,4.848,"['chair', 'chair', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-520.mp4,3.764,['traffic light']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-521.mp4,4.853,"['chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-522.mp4,8.762,"['chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-523.mp4,1.88,"['chair', 'chair', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-524.mp4,7.384,"['chair', 'chair', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-525.mp4,4.845,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-526.mp4,10.012,"['oven', 'person', 'microwave']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-527.mp4,10.029,"['train', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-528.mp4,3.432,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-529.mp4,10.018,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-530.mp4,9.138,"['tvmonitor', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-531.mp4,9.988,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-532.mp4,3.433,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-533.mp4,4.429,['parking meter']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-534.mp4,8.136,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-535.mp4,10.029,['train']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-536.mp4,1.342,['train']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-537.mp4,5.511,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-538.mp4,10.011,"['train', 'person', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-539.mp4,10.028,"['train', 'person', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-540.mp4,10.023,"['tie', 'person', 'person', 'person', 'person', 'train']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-541.mp4,10.019,"['tie', 'person', 'person', 'person', 'person', 'train', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-542.mp4,10.014,"['person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-543.mp4,10.031,"['tie', 'person', 'person', 'person', 'person', 'train']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-544.mp4,10.026,"['train', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-545.mp4,10.021,"['tie', 'person', 'person', 'person', 'train', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-546.mp4,10.017,"['tie', 'person', 'person', 'person', 'train']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-547.mp4,10.012,"['tie', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-548.mp4,10.029,"['train', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-549.mp4,8.851,"['train', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-550.mp4,10.014,"['tvmonitor', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-551.mp4,5.935,"['person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-552.mp4,10.017,"['train', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-553.mp4,10.012,"['train', 'person', 'person', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-554.mp4,4.354,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-555.mp4,1.552,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-556.mp4,1.055,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-557.mp4,1.462,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-558.mp4,1.006,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-559.mp4,1.093,"['bird', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-560.mp4,1.181,['bird']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-561.mp4,1.016,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-562.mp4,1.018,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-563.mp4,1.425,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-564.mp4,1.671,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-565.mp4,1.347,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-566.mp4,1.228,"['bird', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-567.mp4,1.469,"['person', 'bird']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-568.mp4,1.396,['bird']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-569.mp4,10.025,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-570.mp4,10.021,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-571.mp4,10.016,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-572.mp4,10.011,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-573.mp4,10.028,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-574.mp4,10.023,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-575.mp4,10.019,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-576.mp4,10.014,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-577.mp4,10.031,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-578.mp4,10.026,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-579.mp4,10.021,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-580.mp4,10.017,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-581.mp4,10.012,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-582.mp4,10.029,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-583.mp4,10.024,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-584.mp4,10.019,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-585.mp4,4.895,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-586.mp4,10.02,"['traffic light', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-587.mp4,9.311,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-588.mp4,10.016,['aeroplane']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-589.mp4,4.72,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-590.mp4,6.77,['tvmonitor']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-591.mp4,7.181,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-592.mp4,8.391,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-593.mp4,8.733,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-594.mp4,3.963,"['clock', 'tvmonitor']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-595.mp4,10.027,"['clock', 'microwave', 'microwave', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-596.mp4,7.931,"['book', 'microwave', 'oven', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-597.mp4,10.013,"['clock', 'clock', 'aeroplane']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-598.mp4,10.029,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-599.mp4,2.473,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-600.mp4,10.017,['clock']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-601.mp4,9.927,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-602.mp4,0.961,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-603.mp4,0.961,"['truck', 'oven']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-604.mp4,1.559,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-605.mp4,3.259,"['cell phone', 'clock']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-606.mp4,1.434,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-607.mp4,1.936,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-608.mp4,1.682,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-609.mp4,1.251,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-610.mp4,2.432,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-611.mp4,2.935,"['tvmonitor', 'tvmonitor', 'tvmonitor', 'tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-612.mp4,5.926,"['snowboard', 'person', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-613.mp4,4.803,"['aeroplane', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-614.mp4,3.505,['aeroplane']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-615.mp4,10.028,"['clock', 'train', 'person', 'microwave']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-616.mp4,4.882,"['aeroplane', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-617.mp4,10.029,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-618.mp4,6.397,"['tvmonitor', 'person']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-619.mp4,5.968,"['bird', 'aeroplane', 'person']"
